ID Log,Timestamp,Server ID,CPU Usage (%),Memory Usage (%),Disk Usage (%),Response Time (ms),Error Code,Status Layanan
LOG1203,2025-07-27 17:51,SRV005,46.6,10.8,18.93,130.25,502.0,Down
LOG1204,2025-07-04 06:38,SRV006,73.85,77.4,30.89,205.32,200.0,Degraded
LOG1205,2025-07-11 22:10,SRV005,49.05,82.07,62.26,168.73,200.0,Timeout
LOG1206,2025-07-18 05:20,SRV008,25.58,62.55,93.52,254.77,404.0,Degraded
LOG1207,2025-07-06 10:01,SRV003,63.19,46.99,45.04,91.02,500.0,Normal
LOG1208,2025-06-23 02:37,SRV015,8.64,28.23,99.17,487.17,503.0,Degraded
LOG1209,2025-07-10 04:27,SRV012,76.12,57.8,95.52,756.68,502.0,Down
LOG1210,2025-06-28 05:29,SRV005,7.3,3.72,42.49,89.69,504.0,Timeout
LOG1211,2025-07-30 18:59,SRV020,16.44,66.07,51.17,767.22,200.0,Normal
LOG1212,2025-06-25 09:48,SRV002,61.94,20.84,74.61,598.56,200.0,Timeout
LOG1213,2025-06-04 07:44,SRV002,64.44,9.32,60.89,568.48,404.0,Down
LOG1214,2025-06-20 23:32,SRV001,91.44,85.25,27.98,947.38,404.0,Normal
LOG1215,2025-06-03 15:40,SRV012,41.97,86.49,98.68,556.39,200.0,Down
LOG1216,2025-06-28 11:09,SRV018,4.72,99.15,60.89,996.98,500.0,Degraded
LOG1217,2025-07-10 16:48,SRV004,87.42,4.42,94.67,558.41,502.0,Degraded
LOG1218,2025-06-13 13:24,SRV017,96.66,7.36,80.29,821.99,504.0,Normal
LOG1219,2025-07-19 22:13,SRV009,19.65,84.82,6.81,986.34,503.0,Degraded
LOG1220,2025-06-06 00:16,SRV013,67.31,53.34,75.89,336.04,200.0,Normal
LOG1221,2025-07-22 06:59,SRV006,15.06,33.34,35.66,228.96,500.0,Down
LOG1222,2025-06-16 16:41,SRV009,42.07,36.86,90.01,881.56,404.0,Degraded
LOG1223,2025-06-15 16:18,SRV011,94.02,90.84,95.72,82.9,504.0,Degraded
LOG1224,2025-07-06 11:12,SRV015,45.37,26.16,55.95,507.86,503.0,Down
LOG1225,2025-07-10 21:59,SRV009,21.69,48.07,93.18,298.23,502.0,Timeout
LOG1226,2025-07-03 12:19,SRV006,45.17,48.66,33.67,764.44,503.0,Down
LOG1227,2025-06-12 13:10,SRV007,74.96,38.5,79.92,372.99,502.0,Normal
LOG1228,2025-06-21 17:03,SRV010,79.14,89.43,51.92,944.89,502.0,Normal
LOG1229,2025-06-04 15:35,SRV016,27.35,50.17,46.62,882.87,500.0,Degraded
LOG1230,2025-07-01 18:33,SRV005,80.23,16.19,23.33,432.18,503.0,Down
LOG1231,2025-06-12 09:12,SRV010,48.01,41.23,37.93,378.85,503.0,Degraded
LOG1232,2025-06-23 19:08,SRV005,31.84,92.73,12.81,549.14,502.0,Degraded
LOG1233,2025-06-08 01:26,SRV010,7.91,68.51,9.59,665.69,200.0,Timeout
LOG1234,2025-06-22 00:40,SRV013,79.68,74.57,87.94,407.17,504.0,Degraded
LOG1235,2025-06-14 10:30,SRV013,69.13,84.66,26.79,607.2,504.0,Degraded
LOG1236,2025-07-15 19:01,SRV017,57.24,39.32,53.64,882.9,200.0,Normal
LOG1237,2025-07-07 23:15,SRV009,69.69,28.19,69.5,211.9,502.0,Timeout
LOG1238,2025-06-22 11:55,SRV015,25.51,38.28,36.34,924.16,404.0,Timeout
LOG1239,2025-07-30 22:44,SRV006,12.49,30.86,88.14,462.8,404.0,Down
LOG1240,2025-07-15 01:12,SRV005,73.85,43.7,30.58,811.71,500.0,Degraded
LOG1241,2025-07-10 10:53,SRV011,81.16,89.72,88.6,98.86,200.0,Down
LOG1242,2025-07-17 20:14,SRV007,77.42,54.13,84.06,206.32,404.0,Timeout
LOG1243,2025-07-23 13:15,SRV013,67.55,35.16,24.22,891.86,404.0,Degraded
LOG1244,2025-07-14 15:07,SRV014,78.68,99.49,75.98,295.65,500.0,Degraded
LOG1245,2025-07-22 10:38,SRV013,97.14,9.91,20.06,126.88,200.0,Timeout
LOG1246,2025-07-23 09:25,SRV001,39.97,99.46,20.44,882.27,404.0,Normal
LOG1247,2025-06-29 07:18,SRV001,83.42,41.36,59.47,64.66,502.0,Normal
LOG1248,2025-07-15 13:10,SRV016,46.55,80.73,7.15,174.08,200.0,Degraded
LOG1249,2025-07-20 18:24,SRV002,35.46,2.48,11.99,139.29,504.0,Normal
LOG1250,2025-07-01 16:19,SRV008,27.37,55.14,57.84,865.55,500.0,Down
LOG1251,2025-07-25 04:17,SRV001,66.9,29.22,86.94,554.12,503.0,Normal
LOG1252,2025-06-30 12:50,SRV017,85.44,13.74,3.72,320.67,504.0,Down
LOG1253,2025-06-19 00:02,SRV017,39.09,6.85,37.01,361.36,502.0,Timeout
LOG1254,2025-07-05 06:33,SRV008,82.93,60.18,36.64,276.64,504.0,Degraded
LOG1255,2025-06-17 16:13,SRV017,21.62,62.1,74.73,403.73,200.0,Normal
LOG1256,2025-07-30 09:57,SRV010,98.09,47.58,12.73,598.25,200.0,Down
LOG1257,2025-07-09 20:32,SRV017,77.53,34.93,30.64,50.48,504.0,Normal
LOG1258,2025-06-15 22:39,SRV019,10.82,64.1,35.39,951.67,404.0,Timeout
LOG1259,2025-06-25 16:48,SRV008,12.62,8.14,30.12,921.49,504.0,Down
LOG1260,2025-07-02 03:35,SRV003,20.46,97.18,26.88,160.15,500.0,Down
LOG1261,2025-07-18 22:08,SRV014,26.13,10.23,6.65,90.42,200.0,Degraded
LOG1262,2025-07-01 11:31,SRV010,13.15,79.2,13.68,270.42,404.0,Down
LOG1263,2025-07-18 10:11,SRV020,66.42,94.53,75.33,404.33,502.0,Normal
LOG1264,2025-06-21 03:46,SRV003,12.04,62.79,56.3,448.0,503.0,Normal
LOG1265,2025-07-05 01:38,SRV002,78.72,50.44,8.66,406.6,502.0,Degraded
LOG1266,2025-07-11 10:12,SRV018,16.64,95.07,39.71,721.3,503.0,Timeout
LOG1267,2025-07-09 00:37,SRV017,16.67,35.73,79.04,358.92,504.0,Timeout
LOG1268,2025-06-15 23:52,SRV006,15.78,92.96,41.87,433.02,503.0,Down
LOG1269,2025-07-19 02:37,SRV018,61.7,76.25,85.19,856.67,502.0,Timeout
LOG1270,2025-06-07 04:28,SRV020,78.11,95.59,39.76,850.1,502.0,Down
LOG1271,2025-07-22 12:24,SRV015,80.16,2.71,61.76,955.6,500.0,Down
LOG1272,2025-06-18 22:12,SRV010,72.18,47.0,3.22,51.08,500.0,Timeout
LOG1273,2025-07-04 13:39,SRV017,20.16,21.41,14.26,994.64,503.0,Down
LOG1274,2025-07-05 17:35,SRV016,23.48,58.39,76.68,423.46,200.0,Down
LOG1275,2025-06-24 23:00,SRV020,24.74,41.5,97.76,185.18,404.0,Down
LOG1276,2025-07-09 14:27,SRV009,90.67,18.53,59.51,717.0,503.0,Down
LOG1277,2025-07-26 17:06,SRV001,9.58,36.11,41.65,270.97,404.0,Down
LOG1278,2025-06-21 14:54,SRV002,88.61,99.83,63.58,342.24,200.0,Degraded
LOG1279,2025-07-08 21:51,SRV014,11.74,77.15,5.11,882.24,404.0,Degraded
LOG1280,2025-06-02 04:21,SRV004,80.88,6.69,17.41,454.56,503.0,Timeout
LOG1281,2025-07-28 02:54,SRV012,74.23,96.35,62.89,242.23,500.0,Down
LOG1282,2025-07-04 07:36,SRV017,65.65,34.6,64.15,168.22,504.0,Timeout
LOG1283,2025-07-02 03:09,SRV002,27.08,13.77,26.4,315.35,200.0,Down
LOG1284,2025-07-03 20:39,SRV015,27.54,99.06,60.45,63.67,404.0,Timeout
LOG1285,2025-06-29 10:49,SRV011,96.28,4.93,69.01,318.11,502.0,Timeout
LOG1286,2025-06-25 00:48,SRV013,33.91,97.8,38.85,891.3,502.0,Down
LOG1287,2025-06-30 13:11,SRV013,17.18,20.5,60.86,542.92,504.0,Down
LOG1288,2025-06-28 08:12,SRV019,81.89,4.86,40.68,901.93,404.0,Normal
LOG1289,2025-07-26 21:09,SRV014,49.23,10.78,2.92,670.94,200.0,Degraded
LOG1290,2025-06-16 00:16,SRV013,97.67,66.28,1.47,700.15,504.0,Timeout
LOG1291,2025-07-27 00:51,SRV012,32.36,69.56,80.64,293.21,502.0,Down
LOG1292,2025-07-20 05:32,SRV020,42.09,65.7,88.86,209.15,200.0,Timeout
LOG1293,2025-07-25 19:28,SRV014,59.46,75.21,72.06,182.05,503.0,Timeout
LOG1294,2025-06-22 01:24,SRV009,14.7,60.16,1.84,839.41,404.0,Normal
LOG1295,2025-06-18 03:28,SRV006,43.39,88.62,15.81,981.16,404.0,Degraded
LOG1296,2025-06-02 07:39,SRV007,3.37,95.43,32.45,228.93,404.0,Down
LOG1297,2025-07-28 23:49,SRV005,36.98,22.45,67.92,986.82,504.0,Normal
LOG1298,2025-07-28 22:57,SRV003,67.95,35.83,90.83,839.91,503.0,Timeout
LOG1299,2025-07-30 22:09,SRV004,70.8,15.1,21.3,522.16,200.0,Timeout
LOG1300,2025-07-21 10:53,SRV006,72.02,49.71,51.49,357.4,502.0,Down
LOG1301,2025-06-26 05:57,SRV003,87.63,27.65,57.63,813.7,504.0,Normal
LOG1302,2025-07-21 16:55,SRV002,85.03,21.4,15.64,771.02,503.0,Timeout
LOG1303,2025-07-28 15:55,SRV014,81.64,68.13,88.32,385.9,504.0,Down
LOG1304,2025-07-05 02:29,SRV011,22.53,38.41,78.76,115.48,502.0,Down
LOG1305,2025-07-25 18:24,SRV014,88.0,20.55,84.92,428.72,404.0,Down
LOG1306,2025-07-15 14:49,SRV007,15.66,41.28,55.25,647.01,502.0,Down
LOG1307,2025-07-18 09:01,SRV020,64.91,29.96,36.99,365.08,500.0,Normal
LOG1308,2025-07-19 12:20,SRV018,20.88,42.82,67.12,751.94,504.0,Degraded
LOG1309,2025-07-18 14:54,SRV007,14.52,45.07,24.5,194.72,404.0,Timeout
LOG1310,2025-07-19 11:32,SRV019,88.69,30.43,53.15,464.09,404.0,Down
LOG1311,2025-07-23 17:54,SRV020,76.19,33.13,80.74,928.0,503.0,Degraded
LOG1312,2025-06-01 14:48,SRV007,1.95,35.97,87.96,676.43,404.0,Timeout
LOG1313,2025-06-29 03:30,SRV003,81.89,20.17,22.55,686.52,500.0,Normal
LOG1314,2025-06-26 00:51,SRV020,1.49,77.87,68.46,774.51,504.0,Timeout
LOG1315,2025-07-29 01:18,SRV011,63.35,48.49,17.66,673.71,503.0,Degraded
LOG1316,2025-06-17 09:34,SRV019,5.55,57.94,7.86,781.63,200.0,Down
LOG1317,2025-07-05 21:16,SRV017,27.95,6.57,86.92,293.59,200.0,Down
LOG1318,2025-07-24 07:38,SRV015,53.23,67.29,74.75,769.68,504.0,Down
LOG1319,2025-07-03 15:54,SRV017,55.72,38.01,15.31,836.21,200.0,Degraded
LOG1320,2025-07-20 20:02,SRV003,47.04,41.79,58.26,734.19,503.0,Timeout
LOG1321,2025-07-29 13:41,SRV017,42.58,64.25,14.93,231.82,200.0,Degraded
LOG1322,2025-07-23 14:35,SRV011,22.31,35.76,83.67,79.19,500.0,Degraded
LOG1323,2025-06-21 08:41,SRV003,6.37,42.22,71.11,451.86,404.0,Degraded
LOG1324,2025-07-02 22:36,SRV005,56.79,43.49,92.08,765.24,500.0,Timeout
LOG1325,2025-06-21 15:01,SRV019,29.59,43.27,34.75,634.58,504.0,Down
LOG1326,2025-06-17 13:39,SRV001,24.74,45.18,41.64,761.78,200.0,Timeout
LOG1327,2025-06-26 11:48,SRV018,4.27,63.7,56.32,508.24,500.0,Normal
LOG1328,2025-07-06 20:07,SRV015,76.99,79.05,76.58,274.6,500.0,Degraded
LOG1329,2025-07-18 02:11,SRV001,43.67,94.43,6.41,611.53,503.0,Normal
LOG1330,2025-06-01 02:59,SRV006,13.36,82.11,85.74,408.32,200.0,Down
LOG1331,2025-06-06 08:29,SRV018,34.35,89.31,5.98,450.15,404.0,Degraded
LOG1332,2025-06-24 03:06,SRV007,7.11,69.52,78.18,401.08,502.0,Timeout
LOG1333,2025-06-21 06:15,SRV011,26.13,38.23,57.91,77.18,503.0,Down
LOG1334,2025-06-25 12:57,SRV003,42.35,92.92,80.93,678.37,504.0,Normal
LOG1335,2025-07-26 06:26,SRV016,28.38,25.03,6.31,541.22,503.0,Degraded
LOG1336,2025-06-26 02:06,SRV001,27.38,12.29,66.6,955.94,404.0,Timeout
LOG1337,2025-07-03 20:52,SRV001,77.59,88.0,21.37,538.07,504.0,Normal
LOG1338,2025-06-03 04:26,SRV012,32.73,38.0,98.18,398.89,502.0,Degraded
LOG1339,2025-07-11 04:11,SRV005,27.07,76.83,27.69,134.9,200.0,Timeout
LOG1340,2025-06-27 11:18,SRV001,15.87,70.33,39.73,721.27,404.0,Normal
LOG1341,2025-06-05 15:08,SRV015,56.89,65.58,69.64,673.25,404.0,Degraded
LOG1342,2025-07-16 19:38,SRV019,15.17,72.4,49.66,924.03,200.0,Timeout
LOG1343,2025-06-12 10:13,SRV005,57.51,80.28,65.25,932.75,500.0,Timeout
LOG1344,2025-07-27 23:33,SRV001,83.95,50.02,69.16,811.75,502.0,Degraded
LOG1345,2025-07-25 19:38,SRV002,45.33,32.5,83.39,541.7,200.0,Degraded
LOG1346,2025-07-27 20:40,SRV010,25.71,98.47,3.05,226.05,404.0,Normal
LOG1347,2025-06-08 18:21,SRV018,36.96,94.28,71.05,749.03,404.0,Normal
LOG1348,2025-06-04 21:14,SRV013,75.21,53.44,83.68,259.47,503.0,Degraded
LOG1349,2025-07-08 09:23,SRV002,28.91,57.88,38.01,361.48,500.0,Normal
LOG1350,2025-07-19 00:01,SRV008,12.59,5.98,77.15,481.52,500.0,Down
LOG1351,2025-07-24 04:53,SRV015,57.07,48.76,4.36,319.63,200.0,Timeout
LOG1352,2025-07-28 13:47,SRV005,26.58,37.52,52.86,934.78,503.0,Normal
LOG1353,2025-07-01 09:25,SRV003,80.83,40.98,84.59,211.47,404.0,Degraded
LOG1354,2025-07-15 15:50,SRV014,33.73,52.39,99.21,287.51,500.0,Timeout
LOG1355,2025-07-20 10:47,SRV009,56.6,38.17,31.16,345.98,504.0,Normal
LOG1356,2025-07-05 04:55,SRV001,86.09,86.15,6.0,660.89,200.0,Timeout
LOG1357,2025-07-22 11:21,SRV010,76.77,84.54,40.83,826.85,500.0,Down
LOG1358,2025-06-02 05:29,SRV006,70.53,25.03,23.0,897.81,500.0,Down
LOG1359,2025-06-10 21:11,SRV008,18.22,68.48,74.19,155.72,200.0,Timeout
LOG1360,2025-07-16 03:24,SRV012,11.22,20.88,25.65,897.8,404.0,Timeout
LOG1361,2025-06-08 08:17,SRV019,42.26,76.31,14.58,481.26,504.0,Degraded
LOG1362,2025-07-11 22:08,SRV016,51.86,40.09,19.32,269.11,500.0,Timeout
LOG1363,2025-06-18 00:12,SRV002,35.03,26.29,17.91,364.71,404.0,Timeout
LOG1364,2025-06-29 03:16,SRV020,87.5,97.17,1.97,50.06,504.0,Timeout
LOG1365,2025-06-23 13:25,SRV008,25.15,51.42,56.78,671.96,500.0,Down
LOG1366,2025-07-27 05:24,SRV013,75.08,99.46,48.9,574.16,500.0,Timeout
LOG1367,2025-07-19 00:31,SRV014,83.05,46.12,13.91,449.06,500.0,Down
LOG1368,2025-07-11 07:43,SRV008,23.2,43.16,95.92,213.05,500.0,Down
LOG1369,2025-06-13 01:42,SRV012,10.67,39.37,70.2,566.54,502.0,Degraded
LOG1370,2025-07-09 14:56,SRV007,90.09,99.54,81.94,618.44,502.0,Down
LOG1371,2025-07-03 17:13,SRV004,58.65,77.84,66.3,847.18,500.0,Down
LOG1372,2025-06-30 04:22,SRV012,92.44,1.88,43.07,215.44,504.0,Normal
LOG1373,2025-07-28 22:04,SRV014,46.37,56.57,11.66,907.63,503.0,Degraded
LOG1374,2025-06-14 03:49,SRV005,4.21,38.19,67.51,354.07,500.0,Normal
LOG1375,2025-07-06 17:49,SRV010,87.03,69.43,70.74,334.27,404.0,Timeout
LOG1376,2025-07-13 07:42,SRV008,10.11,73.51,1.54,113.1,503.0,Down
LOG1377,2025-07-10 05:30,SRV014,2.61,72.56,28.55,932.9,504.0,Timeout
LOG1378,2025-06-21 23:40,SRV020,61.22,19.77,23.94,325.05,503.0,Down
LOG1379,2025-07-06 01:12,SRV013,24.3,65.44,73.84,205.93,200.0,Timeout
LOG1380,2025-06-28 08:52,SRV016,93.03,41.34,18.84,566.55,504.0,Normal
LOG1381,2025-06-20 21:47,SRV004,87.85,44.4,86.22,213.28,504.0,Down
LOG1382,2025-07-16 01:23,SRV005,77.09,74.2,65.86,870.72,404.0,Down
LOG1383,2025-07-21 23:05,SRV018,22.5,74.76,19.99,561.69,504.0,Normal
LOG1384,2025-07-14 10:21,SRV007,58.15,90.61,13.55,356.8,504.0,Normal
LOG1385,2025-07-20 04:27,SRV012,32.27,19.43,80.53,896.02,200.0,Timeout
LOG1386,2025-07-16 13:59,SRV004,66.98,47.58,89.42,150.77,503.0,Degraded
LOG1387,2025-07-12 18:49,SRV006,73.84,70.01,52.57,528.9,500.0,Timeout
LOG1388,2025-07-27 23:51,SRV019,61.18,36.17,32.23,294.62,502.0,Down
LOG1389,2025-06-24 18:05,SRV018,87.95,92.53,60.59,922.18,200.0,Down
LOG1390,2025-06-21 17:57,SRV010,46.42,16.21,25.68,551.64,404.0,Timeout
LOG1391,2025-06-06 01:43,SRV011,97.87,46.54,89.4,87.94,500.0,Down
LOG1392,2025-07-12 12:38,SRV014,14.06,71.12,92.97,199.85,502.0,Normal
LOG1393,2025-06-08 13:42,SRV003,51.48,3.55,63.42,576.1,200.0,Degraded
LOG1394,2025-07-26 04:24,SRV004,18.78,14.26,11.81,525.44,503.0,Normal
LOG1395,2025-07-08 15:30,SRV004,89.61,67.27,48.15,404.14,404.0,Down
LOG1396,2025-07-30 23:51,SRV020,87.59,12.05,71.04,756.83,502.0,Degraded
LOG1397,2025-07-02 07:58,SRV004,9.32,8.05,22.06,340.17,502.0,Timeout
LOG1398,2025-07-08 00:07,SRV016,10.59,36.66,83.89,721.94,404.0,Down
LOG1399,2025-06-10 08:32,SRV015,2.9,17.64,91.29,981.88,504.0,Degraded
LOG1400,2025-07-30 14:53,SRV020,14.09,99.38,6.36,363.06,503.0,Timeout
LOG1401,2025-06-01 06:51,SRV011,78.13,66.92,73.17,578.04,503.0,Timeout
LOG1402,2025-07-23 02:52,SRV018,90.07,47.43,95.04,450.4,500.0,Down
LOG1403,2025-06-27 15:12,SRV018,22.94,82.25,82.13,984.99,503.0,Down
LOG1404,2025-06-12 23:37,SRV014,41.35,80.31,33.32,539.56,504.0,Down
LOG1405,2025-06-11 04:56,SRV009,69.08,97.66,9.54,500.42,404.0,Degraded
LOG1406,2025-06-21 18:14,SRV011,28.19,51.02,51.89,101.89,502.0,Normal
LOG1407,2025-06-30 02:25,SRV014,16.39,10.27,91.93,222.69,500.0,Down
LOG1408,2025-06-25 23:04,SRV001,75.26,37.57,86.05,884.84,503.0,Down
LOG1409,2025-06-17 06:39,SRV020,83.99,50.05,59.03,521.99,502.0,Down
LOG1410,2025-06-13 21:48,SRV016,5.66,65.52,12.7,632.14,404.0,Down
LOG1411,2025-07-01 04:38,SRV008,26.22,60.43,58.14,299.07,500.0,Degraded
LOG1412,2025-06-27 00:22,SRV019,9.05,49.8,60.84,676.25,502.0,Degraded
LOG1413,2025-07-26 23:08,SRV007,52.5,85.3,6.48,61.03,500.0,Timeout
LOG1414,2025-06-21 17:46,SRV009,73.3,34.58,39.07,765.5,200.0,Degraded
LOG1415,2025-07-21 13:58,SRV008,42.58,10.17,6.99,134.11,404.0,Down
LOG1416,2025-06-29 03:15,SRV020,50.17,73.86,6.9,353.91,502.0,Normal
LOG1417,2025-07-30 12:15,SRV015,97.36,70.93,38.93,659.34,500.0,Down
LOG1418,2025-06-02 03:24,SRV002,22.31,20.3,82.83,553.13,200.0,Down
LOG1419,2025-06-02 08:09,SRV016,53.97,1.27,24.26,127.43,503.0,Normal
LOG1420,2025-07-26 06:39,SRV010,87.42,61.0,74.0,572.83,500.0,Degraded
LOG1421,2025-07-15 22:48,SRV003,90.85,13.56,95.25,801.0,500.0,Down
LOG1422,2025-06-12 02:54,SRV015,97.07,28.27,59.03,918.25,504.0,Down
LOG1423,2025-06-10 07:14,SRV017,8.82,1.82,75.35,578.14,200.0,Down
LOG1424,2025-06-26 19:51,SRV002,10.78,20.23,94.31,390.84,404.0,Timeout
LOG1425,2025-06-12 22:02,SRV018,59.32,61.5,45.63,723.69,503.0,Down
LOG1426,2025-07-01 07:48,SRV006,56.47,63.5,17.72,234.35,500.0,Normal
LOG1427,2025-06-29 23:31,SRV010,79.07,90.23,51.46,748.54,502.0,Down
LOG1428,2025-06-24 10:46,SRV017,51.43,86.69,40.8,783.28,500.0,Down
LOG1429,2025-06-12 10:03,SRV005,65.68,98.08,57.11,101.36,502.0,Normal
LOG1430,2025-07-24 03:06,SRV019,13.35,57.42,67.63,669.3,504.0,Timeout
LOG1431,2025-06-05 13:17,SRV006,78.11,37.28,84.8,878.76,200.0,Timeout
LOG1432,2025-06-24 04:29,SRV008,57.02,16.17,22.27,682.99,404.0,Down
LOG1433,2025-06-04 22:48,SRV004,37.44,8.12,96.73,88.15,404.0,Timeout
LOG1434,2025-06-20 21:42,SRV008,51.12,17.13,30.08,216.17,500.0,Down
LOG1435,2025-06-08 19:35,SRV016,52.42,8.52,82.12,229.13,502.0,Timeout
LOG1436,2025-06-26 06:26,SRV017,17.22,77.28,43.58,769.27,504.0,Timeout
LOG1437,2025-06-23 13:54,SRV005,86.33,77.64,48.06,525.51,500.0,Down
LOG1438,2025-06-30 08:22,SRV020,85.71,89.75,90.16,190.23,200.0,Down
LOG1439,2025-07-22 18:05,SRV016,45.8,81.16,74.54,589.46,200.0,Normal
LOG1440,2025-06-27 08:54,SRV002,69.43,98.68,81.38,966.06,200.0,Normal
LOG1441,2025-06-06 20:20,SRV014,92.51,8.51,43.88,622.44,404.0,Normal
LOG1442,2025-06-21 22:10,SRV015,14.0,63.15,46.43,648.84,504.0,Timeout
LOG1443,2025-06-08 07:48,SRV012,27.45,66.08,7.14,407.34,503.0,Timeout
LOG1444,2025-07-24 05:23,SRV010,35.24,97.76,36.13,282.63,500.0,Normal
LOG1445,2025-07-30 09:59,SRV010,1.19,56.89,70.1,467.15,500.0,Down
LOG1446,2025-07-06 02:46,SRV003,49.14,33.88,96.54,466.81,503.0,Timeout
LOG1447,2025-07-11 05:42,SRV008,72.33,54.87,80.54,494.5,500.0,Timeout
LOG1448,2025-06-07 18:25,SRV006,78.27,45.87,47.84,82.65,504.0,Down
LOG1449,2025-07-18 21:00,SRV011,91.73,58.6,51.58,490.64,200.0,Timeout
LOG1450,2025-06-12 05:34,SRV012,39.95,95.62,90.14,568.97,500.0,Timeout
LOG1451,2025-07-27 02:12,SRV009,45.41,33.52,24.88,727.93,200.0,Normal
LOG1452,2025-06-03 14:04,SRV009,47.57,5.79,59.9,639.64,200.0,Timeout
LOG1453,2025-07-14 09:36,SRV002,90.2,20.09,31.86,287.0,502.0,Normal
LOG1454,2025-07-14 23:34,SRV009,32.81,48.53,86.1,832.8,500.0,Down
LOG1455,2025-06-09 02:28,SRV010,60.69,83.68,26.1,927.95,503.0,Degraded
LOG1456,2025-06-30 08:19,SRV017,81.78,74.1,34.33,635.34,503.0,Degraded
LOG1457,2025-07-24 08:29,SRV016,98.08,99.94,94.74,822.8,500.0,Timeout
LOG1458,2025-07-09 02:21,SRV009,23.63,52.98,97.51,878.22,404.0,Down
LOG1459,2025-06-04 22:29,SRV009,43.38,8.62,16.21,472.77,504.0,Timeout
LOG1460,2025-06-19 09:13,SRV004,72.43,48.32,73.03,290.11,504.0,Down
LOG1461,2025-07-26 04:58,SRV006,99.98,18.62,22.72,477.65,504.0,Down
LOG1462,2025-07-07 14:47,SRV001,64.52,45.65,3.11,913.65,503.0,Normal
LOG1463,2025-07-20 10:28,SRV010,28.36,69.16,6.72,199.77,502.0,Degraded
LOG1464,2025-07-20 14:40,SRV018,39.86,50.78,7.78,500.74,404.0,Timeout
LOG1465,2025-07-16 04:37,SRV020,10.69,30.87,45.26,705.68,200.0,Normal
LOG1466,2025-06-20 23:45,SRV002,98.9,36.0,10.77,412.16,504.0,Down
LOG1467,2025-06-13 17:49,SRV003,46.61,50.11,2.51,95.87,503.0,Degraded
LOG1468,2025-07-24 02:18,SRV010,5.35,6.57,12.21,644.97,500.0,Down
LOG1469,2025-06-24 21:54,SRV009,40.59,21.68,3.04,150.51,200.0,Degraded
LOG1470,2025-07-28 03:56,SRV012,6.98,94.93,87.56,955.85,500.0,Timeout
LOG1471,2025-07-29 17:56,SRV009,13.73,11.81,6.91,54.54,500.0,Degraded
LOG1472,2025-06-22 14:04,SRV011,34.77,43.93,75.69,85.08,404.0,Timeout
LOG1473,2025-06-22 10:56,SRV007,32.6,53.11,57.65,289.76,200.0,Degraded
LOG1474,2025-06-02 19:34,SRV008,88.32,70.65,62.57,714.8,502.0,Down
LOG1475,2025-07-01 11:25,SRV013,40.14,29.76,49.36,867.7,503.0,Timeout
LOG1476,2025-07-13 12:55,SRV015,86.45,52.02,15.97,280.6,500.0,Normal
LOG1477,2025-06-26 18:24,SRV008,30.3,79.92,86.48,491.39,500.0,Normal
LOG1478,2025-07-18 16:57,SRV004,57.26,76.58,48.65,433.58,502.0,Down
LOG1479,2025-06-19 11:09,SRV010,1.14,15.14,63.47,488.43,504.0,Degraded
LOG1480,2025-06-30 03:26,SRV013,99.72,40.7,97.18,721.44,502.0,Down
LOG1481,2025-07-28 06:51,SRV019,23.76,51.19,43.62,843.28,503.0,Down
LOG1482,2025-07-16 05:58,SRV011,86.52,83.43,31.89,966.72,500.0,Down
LOG1483,2025-07-19 16:46,SRV017,25.1,62.53,57.58,381.27,504.0,Down
LOG1484,2025-06-10 10:20,SRV015,67.78,82.76,91.03,399.44,503.0,Normal
LOG1485,2025-07-02 20:27,SRV004,69.04,29.76,31.15,497.17,500.0,Timeout
LOG1486,2025-06-07 06:04,SRV017,48.8,28.94,86.38,266.81,500.0,Normal
LOG1487,2025-06-04 16:00,SRV019,42.0,73.51,1.58,80.84,503.0,Timeout
LOG1488,2025-07-01 01:22,SRV006,92.17,55.93,68.07,371.3,503.0,Degraded
LOG1489,2025-07-06 01:21,SRV006,24.2,10.1,88.81,66.45,502.0,Timeout
LOG1490,2025-07-18 07:02,SRV017,46.39,83.54,31.86,378.77,502.0,Timeout
LOG1491,2025-06-30 05:30,SRV009,4.37,50.65,58.28,105.05,503.0,Down
LOG1492,2025-06-01 18:23,SRV007,75.05,10.89,25.63,213.56,504.0,Degraded
LOG1493,2025-07-02 17:23,SRV010,31.99,56.71,40.66,384.92,502.0,Timeout
LOG1494,2025-07-07 21:57,SRV014,31.52,16.27,96.48,892.04,500.0,Degraded
LOG1495,2025-07-22 10:08,SRV012,4.59,30.22,63.94,980.99,500.0,Down
LOG1496,2025-06-03 02:43,SRV006,33.14,8.45,3.52,914.83,502.0,Timeout
LOG1497,2025-06-26 20:40,SRV020,41.32,66.92,5.17,500.58,200.0,Degraded
LOG1498,2025-06-10 05:40,SRV001,89.43,4.78,18.21,245.82,200.0,Down
LOG1499,2025-07-13 01:28,SRV013,85.65,28.08,71.65,986.27,504.0,Degraded
LOG1500,2025-07-05 04:04,SRV016,28.34,56.56,17.06,355.28,504.0,Down
LOG1501,2025-07-13 05:12,SRV010,4.66,34.53,80.25,871.1,502.0,Down
LOG1502,2025-07-04 08:43,SRV009,39.87,51.01,8.77,100.48,504.0,Normal
LOG1503,2025-07-22 04:09,SRV006,87.52,12.74,16.87,960.44,503.0,Degraded
