ID,Tanggal,Pelabuhan,Cuaca,Shift Kerja,Permintaan Barang (Kontainer),ETA (jam),Ketersediaan Armada
1610,2025-07-18,Tanjung Priok,Badai,Pagi,162,10.48,166
1611,2025-07-20,Belawan,Hujan Deras,Siang,326,23.45,78
1612,2025-06-11,Makassar,Cerah,Pagi,348,47.57,108
1613,2025-07-27,Bitung,Badai,Malam,244,18.52,21
1614,2025-07-16,Makassar,Cerah,Siang,261,26.54,105
1615,2025-07-16,Tanjung Priok,Cerah,Pagi,699,11.21,192
1616,2025-06-05,Belawan,Hujan Deras,Pagi,913,20.28,120
1617,2025-06-06,Belawan,Hujan Deras,Siang,301,44.17,162
1618,2025-06-28,Tanjung Priok,Berawan,Pagi,889,48.16,123
1619,2025-06-01,Tanjung Perak,Hujan Ringan,Pagi,124,13.39,83
1620,2025-07-15,Tanjung Priok,Badai,Pagi,246,18.47,198
1621,2025-06-27,Tanjung Perak,Berawan,Pagi,313,37.77,93
1622,2025-07-22,Bitung,Hujan Ringan,Pagi,972,15.79,44
1623,2025-06-16,Belawan,Berawan,Malam,680,13.31,12
1624,2025-06-14,Tanjung Perak,Berawan,Pagi,484,48.33,137
1625,2025-07-05,Makassar,Badai,Pagi,275,30.16,185
1626,2025-07-01,Tanjung Priok,Hujan Ringan,Siang,754,23.12,22
1627,2025-06-10,Makassar,Cerah,Siang,390,28.67,171
1628,2025-07-06,Bitung,Berawan,Siang,898,31.59,47
1629,2025-07-10,Belawan,Cerah,Siang,800,29.31,86
1630,2025-07-30,Tanjung Perak,Badai,Malam,829,21.04,12
1631,2025-06-06,Makassar,Hujan Ringan,Malam,948,25.28,64
1632,2025-06-26,Tanjung Perak,Hujan Deras,Malam,689,34.47,85
1633,2025-06-04,Makassar,Cerah,Siang,718,15.95,96
1634,2025-06-24,Tanjung Perak,Berawan,Malam,165,21.72,46
1635,2025-07-15,Belawan,Badai,Siang,851,18.94,138
1636,2025-07-26,Tanjung Priok,Cerah,Pagi,246,40.26,119
1637,2025-07-25,Belawan,Cerah,Pagi,369,37.43,140
1638,2025-06-11,Tanjung Priok,Berawan,Pagi,470,49.27,109
1639,2025-06-12,Bitung,Hujan Ringan,Malam,589,46.85,106
1640,2025-06-14,Bitung,Hujan Deras,Siang,317,11.23,107
1641,2025-06-26,Bitung,Berawan,Pagi,903,21.39,50
1642,2025-06-16,Makassar,Hujan Deras,Siang,973,16.15,185
1643,2025-06-01,Belawan,Berawan,Pagi,158,23.36,135
1644,2025-07-15,Belawan,Cerah,Pagi,794,35.41,169
1645,2025-06-11,Belawan,Berawan,Pagi,898,25.76,23
1646,2025-07-04,Bitung,Cerah,Malam,335,29.03,26
1647,2025-06-14,Tanjung Priok,Badai,Siang,938,33.85,26
1648,2025-07-21,Bitung,Cerah,Pagi,645,30.44,26
1649,2025-07-17,Tanjung Perak,Cerah,Siang,603,27.6,89
1650,2025-06-16,Bitung,Hujan Deras,Pagi,653,11.44,193
1651,2025-07-23,Belawan,Cerah,Siang,988,44.15,64
1652,2025-07-19,Belawan,Berawan,Pagi,205,41.94,57
1653,2025-06-09,Belawan,Cerah,Siang,604,40.47,143
1654,2025-07-19,Tanjung Perak,Cerah,Pagi,230,23.44,168
1655,2025-06-01,Bitung,Berawan,Malam,645,38.72,72
1656,2025-06-08,Makassar,Hujan Deras,Pagi,569,29.18,88
1657,2025-06-22,Bitung,Badai,Siang,263,12.51,111
1658,2025-07-29,Tanjung Priok,Badai,Pagi,932,10.65,185
1659,2025-07-10,Tanjung Priok,Badai,Malam,433,11.41,65
1660,2025-07-03,Tanjung Perak,Badai,Malam,656,23.1,138
1661,2025-07-03,Tanjung Priok,Badai,Malam,110,17.04,198
1662,2025-07-11,Makassar,Hujan Ringan,Malam,325,14.16,118
1663,2025-07-30,Makassar,Cerah,Siang,377,20.81,148
1664,2025-06-14,Belawan,Badai,Malam,271,39.12,26
1665,2025-07-10,Belawan,Hujan Ringan,Malam,836,27.88,134
1666,2025-07-04,Bitung,Berawan,Siang,451,23.41,112
1667,2025-07-12,Tanjung Perak,Badai,Pagi,350,49.03,40
1668,2025-07-19,Tanjung Perak,Cerah,Siang,250,13.95,28
1669,2025-06-11,Belawan,Badai,Malam,295,24.55,136
1670,2025-06-10,Makassar,Badai,Siang,238,40.88,37
1671,2025-07-28,Belawan,Cerah,Siang,846,36.97,64
1672,2025-06-13,Bitung,Hujan Deras,Siang,971,46.02,18
1673,2025-06-09,Bitung,Hujan Ringan,Siang,111,39.72,160
1674,2025-07-17,Makassar,Hujan Deras,Siang,941,31.73,123
1675,2025-07-20,Tanjung Perak,Badai,Pagi,363,42.26,58
1676,2025-06-30,Tanjung Priok,Cerah,Pagi,709,48.55,55
1677,2025-06-15,Belawan,Berawan,Malam,899,21.15,71
1678,2025-06-06,Bitung,Hujan Deras,Siang,464,19.62,120
1679,2025-06-25,Makassar,Cerah,Pagi,310,15.72,61
1680,2025-06-12,Belawan,Hujan Ringan,Pagi,844,18.63,132
1681,2025-07-21,Makassar,Hujan Ringan,Malam,497,28.25,153
1682,2025-07-29,Tanjung Perak,Berawan,Malam,450,34.31,188
1683,2025-07-02,Tanjung Perak,Berawan,Malam,482,24.72,120
1684,2025-06-19,Belawan,Hujan Deras,Pagi,841,49.78,25
1685,2025-06-06,Tanjung Perak,Badai,Siang,758,38.05,107
1686,2025-06-29,Belawan,Badai,Malam,697,47.47,146
1687,2025-06-05,Belawan,Hujan Deras,Pagi,413,21.69,173
1688,2025-06-04,Bitung,Cerah,Malam,731,44.34,196
1689,2025-06-08,Belawan,Cerah,Siang,264,34.29,53
1690,2025-07-24,Tanjung Priok,Hujan Deras,Pagi,639,41.2,49
1691,2025-06-21,Tanjung Priok,Hujan Deras,Pagi,681,20.37,96
1692,2025-06-10,Tanjung Perak,Cerah,Malam,142,10.94,169
1693,2025-07-06,Belawan,Hujan Deras,Malam,902,43.46,33
1694,2025-07-12,Tanjung Perak,Cerah,Pagi,787,38.66,13
1695,2025-07-29,Belawan,Badai,Malam,180,41.0,162
1696,2025-07-02,Makassar,Badai,Pagi,336,39.07,90
1697,2025-07-05,Makassar,Berawan,Pagi,126,32.09,83
1698,2025-06-03,Bitung,Berawan,Malam,521,25.51,10
1699,2025-06-24,Tanjung Priok,Hujan Deras,Siang,845,37.05,37
1700,2025-06-22,Makassar,Hujan Deras,Pagi,782,35.33,55
1701,2025-06-01,Tanjung Priok,Hujan Deras,Pagi,655,10.15,189
1702,2025-06-27,Bitung,Berawan,Siang,893,24.75,190
1703,2025-06-19,Bitung,Hujan Deras,Siang,635,41.09,43
1704,2025-06-14,Makassar,Cerah,Siang,145,12.42,101
1705,2025-06-13,Bitung,Berawan,Pagi,633,35.93,172
1706,2025-07-17,Bitung,Berawan,Siang,305,13.55,24
1707,2025-07-12,Belawan,Hujan Deras,Siang,276,31.25,68
1708,2025-06-12,Bitung,Cerah,Pagi,495,44.88,76
1709,2025-07-15,Tanjung Perak,Cerah,Malam,367,30.04,151
1710,2025-07-29,Belawan,Berawan,Siang,672,26.82,199
1711,2025-06-27,Makassar,Hujan Ringan,Malam,964,38.79,178
1712,2025-07-11,Tanjung Perak,Hujan Deras,Siang,201,24.46,13
1713,2025-07-09,Belawan,Hujan Ringan,Malam,358,26.96,10
1714,2025-06-23,Makassar,Berawan,Siang,684,40.56,122
1715,2025-06-29,Makassar,Berawan,Siang,550,22.41,56
1716,2025-07-17,Tanjung Priok,Berawan,Pagi,509,33.05,180
1717,2025-06-08,Belawan,Badai,Pagi,716,20.4,83
1718,2025-07-23,Tanjung Perak,Berawan,Malam,607,16.99,135
1719,2025-06-19,Belawan,Hujan Deras,Pagi,255,38.63,13
1720,2025-06-11,Belawan,Hujan Deras,Pagi,270,14.19,82
1721,2025-07-30,Tanjung Perak,Hujan Ringan,Siang,578,24.2,129
1722,2025-06-05,Tanjung Perak,Hujan Deras,Malam,775,12.67,182
1723,2025-07-16,Makassar,Hujan Ringan,Malam,123,13.94,47
1724,2025-07-18,Bitung,Hujan Ringan,Pagi,975,14.49,48
1725,2025-06-12,Belawan,Badai,Malam,861,14.59,86
1726,2025-07-20,Tanjung Priok,Cerah,Malam,270,16.83,61
1727,2025-07-14,Belawan,Hujan Deras,Siang,929,44.96,23
1728,2025-07-13,Tanjung Perak,Hujan Ringan,Malam,469,27.42,192
1729,2025-06-12,Bitung,Hujan Deras,Siang,984,38.61,133
1730,2025-07-24,Tanjung Priok,Cerah,Malam,958,43.27,42
1731,2025-06-04,Tanjung Perak,Berawan,Siang,665,22.26,19
1732,2025-06-12,Tanjung Priok,Berawan,Pagi,993,17.86,105
1733,2025-06-07,Tanjung Perak,Cerah,Siang,986,30.25,102
1734,2025-06-13,Tanjung Priok,Badai,Siang,357,45.35,151
1735,2025-07-09,Makassar,Cerah,Pagi,329,13.24,151
1736,2025-06-01,Bitung,Hujan Deras,Siang,666,41.55,16
1737,2025-07-07,Bitung,Hujan Ringan,Pagi,496,45.5,96
1738,2025-07-22,Bitung,Berawan,Pagi,683,27.64,167
1739,2025-07-05,Tanjung Priok,Berawan,Malam,147,39.81,64
1740,2025-06-11,Bitung,Hujan Deras,Malam,429,30.31,41
1741,2025-06-19,Bitung,Badai,Pagi,268,20.41,182
1742,2025-07-25,Makassar,Badai,Malam,888,17.89,110
1743,2025-06-24,Bitung,Hujan Deras,Malam,361,23.07,145
1744,2025-07-07,Tanjung Priok,Hujan Deras,Pagi,371,34.17,49
1745,2025-07-28,Tanjung Priok,Badai,Siang,398,13.55,121
1746,2025-07-16,Bitung,Hujan Deras,Pagi,804,36.6,44
1747,2025-07-30,Tanjung Priok,Badai,Pagi,250,13.67,38
1748,2025-07-11,Tanjung Perak,Berawan,Malam,947,13.19,177
1749,2025-07-12,Tanjung Perak,Hujan Deras,Malam,272,15.47,164
1750,2025-07-13,Bitung,Hujan Ringan,Pagi,710,21.25,170
1751,2025-06-08,Bitung,Cerah,Pagi,684,39.33,168
1752,2025-06-22,Tanjung Perak,Badai,Malam,830,30.65,133
1753,2025-06-02,Tanjung Perak,Berawan,Malam,553,15.45,110
1754,2025-07-26,Makassar,Cerah,Pagi,265,21.66,169
1755,2025-07-07,Tanjung Perak,Badai,Siang,890,33.89,184
1756,2025-06-07,Tanjung Perak,Hujan Ringan,Malam,862,28.84,70
1757,2025-06-27,Makassar,Hujan Ringan,Malam,358,24.37,120
1758,2025-07-12,Tanjung Perak,Hujan Deras,Siang,272,35.72,166
1759,2025-07-14,Makassar,Berawan,Malam,983,49.07,146
1760,2025-07-04,Tanjung Perak,Badai,Siang,463,40.47,164
1761,2025-07-13,Tanjung Perak,Hujan Ringan,Malam,492,16.56,70
1762,2025-06-06,Tanjung Priok,Berawan,Malam,272,42.46,66
1763,2025-07-29,Belawan,Hujan Deras,Siang,970,39.36,155
1764,2025-07-15,Tanjung Priok,Hujan Ringan,Malam,160,22.02,25
1765,2025-06-13,Makassar,Hujan Ringan,Siang,741,32.02,78
1766,2025-07-02,Belawan,Hujan Ringan,Pagi,723,15.45,106
1767,2025-07-22,Bitung,Hujan Deras,Malam,877,18.39,47
1768,2025-06-24,Belawan,Badai,Malam,993,30.12,138
1769,2025-06-21,Bitung,Berawan,Siang,680,21.89,131
1770,2025-07-27,Tanjung Perak,Cerah,Siang,702,39.45,11
1771,2025-06-06,Tanjung Perak,Berawan,Malam,785,19.32,149
1772,2025-06-29,Bitung,Badai,Pagi,599,20.13,26
1773,2025-06-11,Bitung,Hujan Deras,Malam,651,29.65,144
1774,2025-06-05,Belawan,Badai,Siang,134,33.98,39
1775,2025-06-20,Bitung,Badai,Pagi,488,39.03,90
1776,2025-07-29,Bitung,Badai,Siang,763,26.27,106
1777,2025-06-10,Belawan,Cerah,Siang,311,26.32,155
1778,2025-07-25,Tanjung Priok,Cerah,Pagi,390,20.34,148
1779,2025-06-25,Tanjung Perak,Cerah,Malam,119,47.63,120
1780,2025-06-11,Bitung,Badai,Malam,231,29.67,113
1781,2025-06-19,Bitung,Hujan Ringan,Pagi,995,42.42,152
1782,2025-07-11,Belawan,Hujan Deras,Malam,157,39.48,123
1783,2025-06-24,Tanjung Perak,Hujan Ringan,Siang,200,16.24,52
1784,2025-06-24,Makassar,Cerah,Siang,408,34.09,71
1785,2025-07-30,Tanjung Perak,Hujan Ringan,Pagi,651,42.52,160
1786,2025-06-11,Belawan,Cerah,Malam,708,37.62,112
1787,2025-07-12,Makassar,Hujan Ringan,Malam,981,48.67,181
1788,2025-07-10,Belawan,Cerah,Malam,333,18.08,114
1789,2025-07-17,Tanjung Priok,Cerah,Malam,812,33.73,40
1790,2025-07-04,Tanjung Priok,Berawan,Malam,817,32.78,142
1791,2025-06-07,Makassar,Badai,Malam,767,11.42,118
1792,2025-06-19,Bitung,Hujan Deras,Pagi,606,10.82,52
1793,2025-06-22,Bitung,Badai,Pagi,391,17.19,86
1794,2025-06-28,Tanjung Priok,Badai,Malam,298,33.07,30
1795,2025-07-03,Tanjung Priok,Cerah,Pagi,882,37.29,38
1796,2025-07-19,Tanjung Priok,Cerah,Pagi,572,41.58,145
1797,2025-07-15,Bitung,Hujan Ringan,Malam,727,19.67,79
1798,2025-07-02,Tanjung Perak,Cerah,Pagi,190,12.37,39
1799,2025-06-02,Tanjung Perak,Berawan,Malam,389,15.48,137
1800,2025-07-25,Makassar,Cerah,Siang,899,31.24,58
1801,2025-07-08,Makassar,Berawan,Siang,199,34.42,99
1802,2025-06-03,Tanjung Perak,Hujan Deras,Pagi,670,42.5,37
1803,2025-07-05,Tanjung Perak,Hujan Ringan,Pagi,635,30.86,48
1804,2025-06-07,Bitung,Badai,Siang,821,14.39,131
1805,2025-07-14,Bitung,Badai,Siang,538,42.14,132
1806,2025-07-16,Makassar,Berawan,Malam,214,46.14,145
1807,2025-07-05,Tanjung Perak,Hujan Deras,Malam,484,46.05,192
1808,2025-06-22,Bitung,Berawan,Malam,505,19.22,53
1809,2025-06-24,Tanjung Priok,Badai,Siang,754,15.81,83
1810,2025-07-14,Belawan,Berawan,Pagi,324,14.13,72
1811,2025-06-15,Tanjung Priok,Cerah,Siang,130,31.3,140
1812,2025-06-15,Tanjung Priok,Badai,Malam,362,33.27,138
1813,2025-06-28,Bitung,Berawan,Pagi,199,41.2,179
1814,2025-07-10,Tanjung Priok,Badai,Pagi,511,32.0,82
1815,2025-06-21,Bitung,Cerah,Pagi,789,25.68,71
1816,2025-06-16,Tanjung Priok,Hujan Deras,Pagi,551,26.56,54
1817,2025-07-16,Bitung,Badai,Siang,392,34.64,125
1818,2025-06-26,Belawan,Cerah,Siang,245,27.92,177
1819,2025-07-14,Bitung,Cerah,Siang,680,12.9,10
1820,2025-07-27,Bitung,Berawan,Malam,189,15.95,130
1821,2025-07-19,Tanjung Perak,Cerah,Pagi,693,37.53,151
1822,2025-06-09,Belawan,Badai,Pagi,271,27.97,36
1823,2025-06-19,Makassar,Berawan,Pagi,997,13.34,49
1824,2025-06-20,Tanjung Priok,Badai,Pagi,194,20.07,99
1825,2025-06-13,Tanjung Priok,Badai,Malam,363,38.28,95
1826,2025-07-20,Tanjung Priok,Hujan Ringan,Pagi,734,38.22,186
1827,2025-06-24,Bitung,Hujan Ringan,Siang,611,26.69,113
1828,2025-07-10,Tanjung Priok,Badai,Malam,488,11.26,187
1829,2025-07-02,Belawan,Berawan,Malam,523,31.36,76
1830,2025-06-16,Tanjung Priok,Hujan Ringan,Malam,396,10.34,91
1831,2025-06-28,Bitung,Berawan,Pagi,463,30.33,150
1832,2025-06-16,Bitung,Badai,Siang,321,18.12,63
1833,2025-06-18,Makassar,Berawan,Malam,269,29.67,96
1834,2025-06-25,Belawan,Berawan,Malam,241,20.03,34
1835,2025-07-05,Bitung,Cerah,Pagi,463,36.17,189
1836,2025-06-18,Makassar,Hujan Ringan,Malam,235,38.62,23
1837,2025-06-15,Makassar,Berawan,Pagi,192,38.25,71
1838,2025-06-29,Belawan,Hujan Ringan,Malam,323,24.95,194
1839,2025-07-29,Belawan,Hujan Deras,Siang,949,39.47,128
1840,2025-06-13,Makassar,Cerah,Malam,482,38.15,195
1841,2025-06-21,Makassar,Hujan Ringan,Pagi,412,22.67,124
1842,2025-07-05,Belawan,Badai,Siang,180,41.47,59
1843,2025-06-09,Bitung,Cerah,Pagi,873,28.57,180
1844,2025-07-11,Belawan,Hujan Ringan,Pagi,360,35.74,93
1845,2025-07-01,Tanjung Priok,Hujan Ringan,Pagi,575,14.2,114
1846,2025-06-18,Tanjung Priok,Berawan,Siang,868,20.9,119
1847,2025-06-11,Bitung,Berawan,Siang,924,10.85,120
1848,2025-07-11,Tanjung Priok,Berawan,Pagi,843,46.8,41
1849,2025-06-05,Makassar,Hujan Ringan,Pagi,980,32.55,130
1850,2025-07-20,Bitung,Badai,Siang,373,35.03,59
1851,2025-07-07,Belawan,Cerah,Pagi,828,31.02,42
1852,2025-07-13,Tanjung Priok,Hujan Ringan,Siang,266,20.55,101
1853,2025-07-27,Tanjung Perak,Berawan,Malam,570,33.55,144
1854,2025-06-18,Makassar,Berawan,Malam,830,48.38,33
1855,2025-06-29,Bitung,Hujan Ringan,Siang,201,42.98,79
1856,2025-07-05,Belawan,Berawan,Siang,748,49.25,164
1857,2025-07-21,Belawan,Hujan Deras,Siang,961,14.33,39
1858,2025-06-19,Belawan,Hujan Deras,Malam,881,36.45,125
1859,2025-07-12,Bitung,Hujan Deras,Pagi,828,29.59,16
1860,2025-07-14,Tanjung Priok,Hujan Deras,Pagi,574,42.34,69
1861,2025-07-16,Belawan,Hujan Deras,Malam,423,23.8,14
1862,2025-06-16,Makassar,Badai,Pagi,514,47.04,50
1863,2025-07-14,Bitung,Badai,Siang,117,39.81,122
1864,2025-07-21,Bitung,Hujan Ringan,Siang,393,30.21,200
1865,2025-07-17,Tanjung Perak,Hujan Ringan,Siang,144,30.22,105
1866,2025-06-18,Belawan,Berawan,Malam,537,16.61,106
1867,2025-06-01,Belawan,Cerah,Siang,541,24.27,155
1868,2025-07-18,Bitung,Berawan,Malam,930,26.32,148
1869,2025-06-18,Bitung,Berawan,Malam,862,24.21,153
1870,2025-06-07,Belawan,Cerah,Malam,755,21.74,53
1871,2025-06-09,Bitung,Hujan Deras,Malam,709,22.09,139
1872,2025-06-22,Makassar,Berawan,Malam,376,25.0,96
1873,2025-07-28,Belawan,Cerah,Malam,656,22.75,76
1874,2025-07-20,Bitung,Hujan Deras,Malam,211,41.9,80
1875,2025-06-05,Bitung,Hujan Ringan,Pagi,195,43.92,61
1876,2025-06-12,Bitung,Badai,Malam,350,35.91,39
1877,2025-06-21,Tanjung Perak,Hujan Ringan,Malam,430,42.91,39
1878,2025-06-08,Tanjung Priok,Berawan,Malam,455,12.12,26
1879,2025-06-10,Bitung,Hujan Deras,Pagi,468,45.03,177
1880,2025-06-27,Tanjung Priok,Badai,Malam,601,24.16,81
1881,2025-06-28,Tanjung Perak,Berawan,Siang,673,38.29,196
1882,2025-07-22,Bitung,Cerah,Siang,940,17.97,116
1883,2025-06-28,Tanjung Priok,Cerah,Pagi,267,29.44,112
1884,2025-06-26,Tanjung Priok,Hujan Ringan,Siang,241,40.47,84
1885,2025-07-09,Tanjung Perak,Badai,Pagi,790,37.22,118
1886,2025-06-25,Bitung,Cerah,Malam,862,36.82,75
1887,2025-06-08,Makassar,Hujan Ringan,Siang,169,15.79,120
1888,2025-07-05,Belawan,Hujan Ringan,Siang,857,29.24,41
1889,2025-07-23,Bitung,Hujan Deras,Siang,360,34.34,88
1890,2025-07-27,Belawan,Cerah,Siang,783,43.74,70
1891,2025-06-16,Makassar,Badai,Pagi,956,11.74,164
1892,2025-06-17,Bitung,Badai,Siang,978,28.82,112
1893,2025-06-15,Belawan,Hujan Deras,Siang,512,38.11,81
1894,2025-07-03,Tanjung Perak,Badai,Malam,512,26.3,198
1895,2025-06-25,Belawan,Cerah,Siang,421,43.29,196
1896,2025-07-25,Belawan,Badai,Malam,518,30.77,102
1897,2025-07-06,Tanjung Priok,Hujan Ringan,Pagi,949,23.89,180
1898,2025-07-21,Makassar,Hujan Deras,Malam,527,49.93,38
1899,2025-06-24,Bitung,Hujan Deras,Malam,524,17.31,64
1900,2025-07-25,Bitung,Hujan Ringan,Pagi,582,47.01,56
1901,2025-07-09,Belawan,Berawan,Pagi,118,25.77,20
1902,2025-07-10,Tanjung Priok,Badai,Malam,859,11.71,176
1903,2025-07-06,Tanjung Perak,Hujan Ringan,Malam,220,39.47,168
1904,2025-06-05,Bitung,Badai,Siang,558,10.83,32
1905,2025-06-22,Tanjung Priok,Berawan,Malam,424,35.07,104
1906,2025-07-24,Tanjung Perak,Hujan Ringan,Siang,130,10.24,136
1907,2025-06-26,Tanjung Perak,Badai,Siang,990,49.77,24
1908,2025-06-20,Belawan,Cerah,Malam,383,22.81,13
1909,2025-06-01,Bitung,Berawan,Pagi,777,33.38,105
1910,2025-06-12,Bitung,Hujan Ringan,Malam,262,14.57,90
1911,2025-06-12,Tanjung Priok,Badai,Pagi,242,37.04,29
1912,2025-06-10,Makassar,Hujan Deras,Malam,684,34.16,19
1913,2025-06-04,Tanjung Perak,Hujan Ringan,Malam,534,31.54,51
1914,2025-07-18,Tanjung Priok,Badai,Malam,441,32.11,140
1915,2025-07-22,Tanjung Perak,Cerah,Siang,882,30.86,69
1916,2025-06-24,Tanjung Perak,Badai,Siang,873,35.21,142
1917,2025-06-02,Makassar,Hujan Ringan,Pagi,511,33.55,183
1918,2025-07-28,Tanjung Priok,Hujan Deras,Malam,381,26.32,56
1919,2025-06-24,Tanjung Perak,Hujan Ringan,Pagi,853,36.34,150
1920,2025-06-28,Bitung,Berawan,Siang,768,41.18,138
1921,2025-07-12,Tanjung Priok,Berawan,Siang,618,38.8,49
1922,2025-07-22,Belawan,Hujan Ringan,Siang,501,28.35,91
1923,2025-06-17,Belawan,Hujan Ringan,Siang,316,38.47,139
1924,2025-06-14,Bitung,Hujan Deras,Pagi,374,18.31,94
1925,2025-07-23,Makassar,Badai,Siang,565,15.1,92
1926,2025-06-22,Tanjung Priok,Berawan,Siang,590,24.38,133
1927,2025-06-12,Bitung,Cerah,Malam,508,26.19,176
1928,2025-06-17,Bitung,Berawan,Pagi,737,39.9,120
1929,2025-07-01,Belawan,Hujan Deras,Pagi,167,32.13,83
1930,2025-06-02,Bitung,Berawan,Siang,823,17.36,108
1931,2025-07-29,Tanjung Perak,Cerah,Malam,697,11.1,21
1932,2025-07-02,Tanjung Perak,Cerah,Siang,363,44.24,175
1933,2025-06-08,Makassar,Berawan,Pagi,774,40.64,20
1934,2025-06-17,Tanjung Priok,Berawan,Malam,994,46.67,190
1935,2025-06-19,Tanjung Perak,Hujan Ringan,Malam,631,31.14,168
1936,2025-07-08,Makassar,Hujan Ringan,Pagi,841,31.3,63
1937,2025-07-23,Tanjung Priok,Hujan Ringan,Malam,889,20.39,194
1938,2025-06-14,Tanjung Perak,Badai,Siang,553,37.62,94
1939,2025-07-02,Belawan,Berawan,Malam,155,49.15,98
1940,2025-07-14,Tanjung Priok,Badai,Pagi,711,22.91,26
1941,2025-06-28,Tanjung Priok,Hujan Deras,Pagi,464,44.18,185
1942,2025-06-14,Tanjung Perak,Badai,Malam,886,45.21,82
1943,2025-07-10,Tanjung Perak,Cerah,Siang,203,44.2,88
1944,2025-07-03,Belawan,Cerah,Siang,540,47.17,105
1945,2025-06-19,Tanjung Priok,Badai,Malam,877,44.81,140
1946,2025-06-05,Makassar,Berawan,Malam,544,10.69,118
1947,2025-06-25,Tanjung Perak,Hujan Deras,Pagi,703,12.41,142
1948,2025-07-28,Makassar,Berawan,Malam,730,29.93,129
1949,2025-06-10,Tanjung Priok,Hujan Deras,Siang,877,47.3,14
1950,2025-06-01,Tanjung Perak,Badai,Malam,309,39.92,74
1951,2025-07-27,Tanjung Priok,Hujan Deras,Pagi,710,47.15,128
1952,2025-06-02,Belawan,Cerah,Pagi,639,34.4,128
1953,2025-06-01,Bitung,Hujan Deras,Pagi,278,49.16,82
1954,2025-06-14,Makassar,Hujan Ringan,Pagi,776,34.37,121
1955,2025-06-10,Belawan,Hujan Ringan,Siang,696,18.42,118
1956,2025-06-12,Tanjung Priok,Hujan Ringan,Siang,927,34.93,71
1957,2025-06-29,Belawan,Cerah,Siang,576,48.89,158
1958,2025-06-19,Belawan,Hujan Ringan,Siang,509,18.21,30
1959,2025-06-13,Tanjung Perak,Cerah,Siang,936,41.73,117
1960,2025-07-19,Tanjung Perak,Badai,Siang,872,15.89,42
1961,2025-06-24,Tanjung Perak,Badai,Malam,220,48.25,83
1962,2025-06-24,Tanjung Perak,Hujan Ringan,Malam,642,32.35,81
1963,2025-06-11,Belawan,Hujan Deras,Pagi,597,37.41,77
1964,2025-07-22,Tanjung Priok,Hujan Ringan,Malam,651,13.07,132
1965,2025-07-01,Tanjung Priok,Hujan Deras,Siang,272,16.02,69
1966,2025-06-14,Makassar,Hujan Deras,Pagi,496,26.86,133
1967,2025-06-14,Tanjung Perak,Badai,Siang,720,17.42,61
1968,2025-07-20,Tanjung Priok,Berawan,Malam,872,33.26,78
1969,2025-06-29,Belawan,Cerah,Malam,173,48.98,141
1970,2025-07-24,Tanjung Perak,Hujan Ringan,Pagi,665,36.71,50
1971,2025-06-15,Tanjung Priok,Hujan Ringan,Pagi,603,27.68,155
1972,2025-07-16,Tanjung Priok,Cerah,Malam,912,11.98,167
1973,2025-06-29,Tanjung Perak,Cerah,Malam,867,46.35,139
1974,2025-07-20,Bitung,Badai,Malam,532,41.04,57
1975,2025-06-21,Bitung,Badai,Pagi,362,37.07,121
1976,2025-07-24,Belawan,Hujan Deras,Malam,351,19.78,153
1977,2025-07-04,Belawan,Cerah,Pagi,443,26.18,50
1978,2025-06-14,Makassar,Cerah,Siang,606,29.41,77
1979,2025-06-30,Makassar,Hujan Deras,Malam,501,22.33,54
1980,2025-07-30,Tanjung Priok,Hujan Deras,Malam,974,11.92,171
1981,2025-06-01,Tanjung Priok,Badai,Malam,611,45.21,188
1982,2025-07-15,Belawan,Berawan,Pagi,199,36.99,41
1983,2025-06-30,Tanjung Priok,Cerah,Pagi,508,13.44,24
1984,2025-06-16,Bitung,Hujan Deras,Pagi,506,22.61,17
1985,2025-07-04,Belawan,Hujan Deras,Pagi,948,21.75,169
1986,2025-06-30,Tanjung Perak,Hujan Ringan,Siang,170,19.02,181
1987,2025-07-17,Tanjung Priok,Hujan Deras,Siang,250,28.22,155
1988,2025-06-30,Makassar,Berawan,Pagi,479,32.79,171
1989,2025-06-29,Belawan,Berawan,Siang,588,44.29,181
1990,2025-07-13,Bitung,Hujan Deras,Pagi,962,44.13,27
1991,2025-06-19,Belawan,Berawan,Pagi,880,27.32,38
1992,2025-07-06,Belawan,Berawan,Pagi,133,14.14,15
1993,2025-07-01,Tanjung Perak,Hujan Deras,Siang,276,13.05,191
1994,2025-06-20,Tanjung Perak,Cerah,Siang,665,18.29,101
1995,2025-07-18,Tanjung Priok,Berawan,Siang,838,26.45,118
1996,2025-06-22,Tanjung Priok,Berawan,Pagi,307,30.74,86
1997,2025-07-23,Belawan,Hujan Deras,Pagi,569,38.01,190
1998,2025-06-10,Tanjung Priok,Berawan,Siang,578,14.63,112
1999,2025-06-19,Tanjung Perak,Badai,Malam,483,45.3,20
2000,2025-06-28,Tanjung Perak,Badai,Pagi,553,48.12,187
